DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
02M111,PS 111 ADOLPH S OCHS,4,G&T,20,1,20,20,20
02M111,PS 111 ADOLPH S OCHS,4,ICT,19,1,19,19,19
02M111,PS 111 ADOLPH S OCHS,5,G&T,23,1,23,23,23
02M111,PS 111 ADOLPH S OCHS,5,ICT,23,1,23,23,23
02M114,EAST SIDE MIDDLE SCHOOL,6,Gen Ed,64,2,32,32,32
02M114,EAST SIDE MIDDLE SCHOOL,6,ICT,82,3,27.3,27,28
02M114,EAST SIDE MIDDLE SCHOOL,7,Gen Ed,55,2,27.5,27,28
02M114,EAST SIDE MIDDLE SCHOOL,7,ICT,76,3,25.3,24,27
02M114,EAST SIDE MIDDLE SCHOOL,8,Gen Ed,86,3,28.7,28,29
02M114,EAST SIDE MIDDLE SCHOOL,8,ICT,54,2,27,27,27
02M116,PS 116 MARY LINDLEY MURRAY,K,Gen Ed,41,2,20.5,20,21
02M116,PS 116 MARY LINDLEY MURRAY,K,ICT,13,1,13,<15,<15
02M116,PS 116 MARY LINDLEY MURRAY,1,Gen Ed,42,2,21,20,22
02M116,PS 116 MARY LINDLEY MURRAY,1,ICT,11,1,11,<15,<15
02M116,PS 116 MARY LINDLEY MURRAY,2,Gen Ed,39,2,19.5,19,20
02M116,PS 116 MARY LINDLEY MURRAY,2,ICT,20,1,20,20,20
02M116,PS 116 MARY LINDLEY MURRAY,3,Gen Ed,20,1,20,20,20
02M116,PS 116 MARY LINDLEY MURRAY,3,ICT,22,1,22,22,22
02M116,PS 116 MARY LINDLEY MURRAY,4,Gen Ed,39,2,19.5,19,20
02M116,PS 116 MARY LINDLEY MURRAY,4,ICT,19,1,19,19,19
02M116,PS 116 MARY LINDLEY MURRAY,5,Gen Ed,44,2,22,22,22
02M116,PS 116 MARY LINDLEY MURRAY,5,ICT,22,1,22,22,22
02M124,PS 124 YUNG WING,K,Gen Ed,44,2,22,22,22
02M124,PS 124 YUNG WING,K,G&T,25,1,25,25,25
02M124,PS 124 YUNG WING,K,ICT,25,1,25,25,25
02M124,PS 124 YUNG WING,1,Gen Ed,43,2,21.5,20,23
02M124,PS 124 YUNG WING,1,G&T,23,1,23,23,23
02M124,PS 124 YUNG WING,1,ICT,20,1,20,20,20
02M124,PS 124 YUNG WING,2,Gen Ed,51,3,17,16,18
02M124,PS 124 YUNG WING,2,G&T,26,1,26,26,26
02M124,PS 124 YUNG WING,3,Gen Ed,36,2,18,18,18
02M124,PS 124 YUNG WING,3,G&T,29,1,29,29,29
02M124,PS 124 YUNG WING,3,ICT,19,1,19,19,19
02M124,PS 124 YUNG WING,4,Gen Ed,39,2,19.5,19,20
02M124,PS 124 YUNG WING,4,G&T,30,1,30,30,30
02M124,PS 124 YUNG WING,4,ICT,21,1,21,21,21
02M124,PS 124 YUNG WING,5,Gen Ed,50,2,25,25,25
02M124,PS 124 YUNG WING,5,G&T,27,1,27,27,27
02M124,PS 124 YUNG WING,5,ICT,24,1,24,24,24
02M126,PS 126 JACOB AUGUST RIIS,K,Gen Ed,20,1,20,20,20
02M126,PS 126 JACOB AUGUST RIIS,K,ICT,19,1,19,19,19
02M126,PS 126 JACOB AUGUST RIIS,1,Gen Ed,14,1,14,<15,<15
02M126,PS 126 JACOB AUGUST RIIS,1,ICT,13,1,13,<15,<15
02M126,PS 126 JACOB AUGUST RIIS,2,Gen Ed,19,1,19,19,19
02M126,PS 126 JACOB AUGUST RIIS,2,ICT,22,1,22,22,22
02M126,PS 126 JACOB AUGUST RIIS,3,Gen Ed,23,1,23,23,23
02M126,PS 126 JACOB AUGUST RIIS,3,ICT,25,1,25,25,25
02M126,PS 126 JACOB AUGUST RIIS,4,Gen Ed,25,1,25,25,25
02M126,PS 126 JACOB AUGUST RIIS,4,ICT,24,1,24,24,24
02M126,PS 126 JACOB AUGUST RIIS,5,Gen Ed,25,1,25,25,25
02M126,PS 126 JACOB AUGUST RIIS,5,ICT,29,1,29,29,29
02M126,PS 126 JACOB AUGUST RIIS,6,Gen Ed,55,2,27.5,27,28
02M126,PS 126 JACOB AUGUST RIIS,6,ICT,50,2,25,24,26
02M126,PS 126 JACOB AUGUST RIIS,7,Gen Ed,51,2,25.5,24,27
02M126,PS 126 JACOB AUGUST RIIS,7,ICT,53,2,26.5,26,27
02M126,PS 126 JACOB AUGUST RIIS,8,Gen Ed,82,3,27.3,26,29
02M126,PS 126 JACOB AUGUST RIIS,8,ICT,29,1,29,29,29
02M130,PS 130 HERNANDO DE SOTO,K,Gen Ed,35,2,17.5,17,18
02M130,PS 130 HERNANDO DE SOTO,K,G&T,25,1,25,25,25
02M130,PS 130 HERNANDO DE SOTO,K,ICT,15,1,15,15,15
02M130,PS 130 HERNANDO DE SOTO,1,Gen Ed,66,3,22,21,23
02M130,PS 130 HERNANDO DE SOTO,1,G&T,22,1,22,22,22
02M130,PS 130 HERNANDO DE SOTO,1,ICT,21,1,21,21,21
02M130,PS 130 HERNANDO DE SOTO,2,Gen Ed,46,2,23,23,23
02M130,PS 130 HERNANDO DE SOTO,2,G&T,27,1,27,27,27
02M130,PS 130 HERNANDO DE SOTO,2,ICT,21,1,21,21,21
02M130,PS 130 HERNANDO DE SOTO,3,Gen Ed,27,1,27,27,27
02M130,PS 130 HERNANDO DE SOTO,3,G&T,30,1,30,30,30
02M130,PS 130 HERNANDO DE SOTO,3,ICT,46,2,23,23,23
02M130,PS 130 HERNANDO DE SOTO,4,Gen Ed,56,2,28,27,29
02M130,PS 130 HERNANDO DE SOTO,4,G&T,29,1,29,29,29
02M130,PS 130 HERNANDO DE SOTO,4,ICT,25,1,25,25,25
02M130,PS 130 HERNANDO DE SOTO,5,Gen Ed,27,1,27,27,27
02M130,PS 130 HERNANDO DE SOTO,5,G&T,26,1,26,26,26
02M130,PS 130 HERNANDO DE SOTO,5,ICT,51,2,25.5,25,26
02M131,MS 131,6,ICT,68,3,22.7,20,26
02M131,MS 131,7,ICT,74,3,24.7,21,27
02M131,MS 131,8,Gen Ed,25,1,25,25,25
02M131,MS 131,8,ICT,45,2,22.5,22,23
02M150,PS 150,K,Gen Ed,25,1,25,25,25
02M150,PS 150,1,Gen Ed,26,1,26,26,26
02M150,PS 150,2,Gen Ed,25,1,25,25,25
02M150,PS 150,3,Gen Ed,23,1,23,23,23
02M150,PS 150,4,Gen Ed,19,1,19,19,19
02M150,PS 150,5,Gen Ed,20,1,20,20,20
02M151,YORKVILLE COMMUNITY SCHOOL,K,Gen Ed,20,1,20,20,20
02M151,YORKVILLE COMMUNITY SCHOOL,K,ICT,38,2,19,19,19
02M151,YORKVILLE COMMUNITY SCHOOL,1,Gen Ed,36,2,18,18,18
02M151,YORKVILLE COMMUNITY SCHOOL,1,ICT,18,1,18,18,18
02M151,YORKVILLE COMMUNITY SCHOOL,2,Gen Ed,15,1,15,15,15
02M151,YORKVILLE COMMUNITY SCHOOL,2,ICT,36,2,18,18,18
02M151,YORKVILLE COMMUNITY SCHOOL,3,Gen Ed,27,1,27,27,27
02M151,YORKVILLE COMMUNITY SCHOOL,3,ICT,25,1,25,25,25
02M151,YORKVILLE COMMUNITY SCHOOL,4,Gen Ed,26,1,26,26,26
02M151,YORKVILLE COMMUNITY SCHOOL,4,ICT,27,1,27,27,27
02M151,YORKVILLE COMMUNITY SCHOOL,5,Gen Ed,39,2,19.5,19,20
02M151,YORKVILLE COMMUNITY SCHOOL,5,ICT,21,1,21,21,21
02M158,PS 158 BAYARD TAYLOR,K,Gen Ed,88,5,17.6,16,19
02M158,PS 158 BAYARD TAYLOR,K,ICT,21,1,21,21,21
02M158,PS 158 BAYARD TAYLOR,1,Gen Ed,89,4,22.3,21,25
02M158,PS 158 BAYARD TAYLOR,1,ICT,24,1,24,24,24
02M158,PS 158 BAYARD TAYLOR,2,Gen Ed,73,3,24.3,23,25
02M158,PS 158 BAYARD TAYLOR,2,ICT,28,1,28,28,28
02M158,PS 158 BAYARD TAYLOR,3,Gen Ed,69,3,23,22,24
02M158,PS 158 BAYARD TAYLOR,3,ICT,21,1,21,21,21
02M158,PS 158 BAYARD TAYLOR,4,Gen Ed,64,2,32,32,32
02M158,PS 158 BAYARD TAYLOR,4,ICT,31,1,31,31,31
02M158,PS 158 BAYARD TAYLOR,5,Gen Ed,49,2,24.5,24,25
02M158,PS 158 BAYARD TAYLOR,5,ICT,26,1,26,26,26
02M167,JHS 167 ROBERT F WAGNER,6,Gen Ed,274,10,27.4,25,28
02M167,JHS 167 ROBERT F WAGNER,6,ICT,116,4,29,27,30
02M167,JHS 167 ROBERT F WAGNER,7,Gen Ed,250,9,27.8,25,33
02M167,JHS 167 ROBERT F WAGNER,7,ICT,136,5,27.2,25,30
02M167,JHS 167 ROBERT F WAGNER,8,Gen Ed,240,8,30,21,33
02M167,JHS 167 ROBERT F WAGNER,8,ICT,121,4,30.3,29,32
02M177,YORKVILLE EAST MIDDLE SCHOOL,6,Gen Ed,17,1,17,17,17
02M177,YORKVILLE EAST MIDDLE SCHOOL,6,ICT,63,2,31.5,31,32
02M177,YORKVILLE EAST MIDDLE SCHOOL,7,Gen Ed,21,1,21,21,21
02M177,YORKVILLE EAST MIDDLE SCHOOL,7,ICT,64,2,32,31,33
02M177,YORKVILLE EAST MIDDLE SCHOOL,8,ICT,57,2,28.5,27,30
02M183,PS 183 ROBERT L STEVENSON,K,Gen Ed,84,4,21,20,22
02M183,PS 183 ROBERT L STEVENSON,K,ICT,21,1,21,21,21
02M183,PS 183 ROBERT L STEVENSON,1,Gen Ed,66,3,22,21,23
02M183,PS 183 ROBERT L STEVENSON,1,ICT,22,1,22,22,22
02M183,PS 183 ROBERT L STEVENSON,2,Gen Ed,52,2,26,25,27
02M183,PS 183 ROBERT L STEVENSON,2,ICT,26,1,26,26,26
02M183,PS 183 ROBERT L STEVENSON,3,Gen Ed,44,2,22,22,22
02M183,PS 183 ROBERT L STEVENSON,3,ICT,23,1,23,23,23
02M183,PS 183 ROBERT L STEVENSON,4,Gen Ed,50,2,25,25,25
02M183,PS 183 ROBERT L STEVENSON,4,ICT,21,1,21,21,21
02M183,PS 183 ROBERT L STEVENSON,5,Gen Ed,45,2,22.5,22,23
02M183,PS 183 ROBERT L STEVENSON,5,ICT,23,1,23,23,23
02M198,PS 198 ISADOR E IDA STRAUS,K,Gen Ed,39,2,19.5,19,20
02M198,PS 198 ISADOR E IDA STRAUS,K,G&T,23,1,23,23,23
02M198,PS 198 ISADOR E IDA STRAUS,K,ICT,18,1,18,18,18
02M198,PS 198 ISADOR E IDA STRAUS,1,Gen Ed,25,1,25,25,25
02M198,PS 198 ISADOR E IDA STRAUS,1,G&T,20,1,20,20,20
02M198,PS 198 ISADOR E IDA STRAUS,1,ICT,26,1,26,26,26
02M198,PS 198 ISADOR E IDA STRAUS,2,Gen Ed,25,1,25,25,25
02M198,PS 198 ISADOR E IDA STRAUS,2,G&T,25,1,25,25,25
02M198,PS 198 ISADOR E IDA STRAUS,2,ICT,23,1,23,23,23
02M198,PS 198 ISADOR E IDA STRAUS,3,Gen Ed,19,1,19,19,19
02M198,PS 198 ISADOR E IDA STRAUS,3,G&T,21,1,21,21,21
02M198,PS 198 ISADOR E IDA STRAUS,3,ICT,22,1,22,22,22
02M198,PS 198 ISADOR E IDA STRAUS,4,G&T,19,1,19,19,19
02M198,PS 198 ISADOR E IDA STRAUS,4,ICT,19,1,19,19,19
02M198,PS 198 ISADOR E IDA STRAUS,5,G&T,19,1,19,19,19
02M198,PS 198 ISADOR E IDA STRAUS,5,ICT,26,1,26,26,26
02M212,PS 212 MIDTOWN WEST,K,Gen Ed,46,2,23,23,23
02M212,PS 212 MIDTOWN WEST,1,Gen Ed,49,2,24.5,24,25
02M212,PS 212 MIDTOWN WEST,2,Gen Ed,40,2,20,20,20
02M212,PS 212 MIDTOWN WEST,3,Gen Ed,36,2,18,17,19
02M212,PS 212 MIDTOWN WEST,4,Gen Ed,39,2,19.5,18,21
02M212,PS 212 MIDTOWN WEST,5,Gen Ed,47,2,23.5,23,24
02M217,PS/IS 217 ROOSEVELT ISLAND,K,Gen Ed,79,4,19.8,18,22
02M217,PS/IS 217 ROOSEVELT ISLAND,K,G&T,25,1,25,25,25
02M217,PS/IS 217 ROOSEVELT ISLAND,1,Gen Ed,73,3,24.3,24,25
02M217,PS/IS 217 ROOSEVELT ISLAND,1,G&T,28,1,28,28,28
02M217,PS/IS 217 ROOSEVELT ISLAND,2,Gen Ed,75,3,25,24,26
02M217,PS/IS 217 ROOSEVELT ISLAND,2,G&T,29,1,29,29,29
02M217,PS/IS 217 ROOSEVELT ISLAND,3,Gen Ed,54,2,27,27,27
02M217,PS/IS 217 ROOSEVELT ISLAND,3,G&T,32,1,32,32,32
02M217,PS/IS 217 ROOSEVELT ISLAND,4,Gen Ed,53,2,26.5,26,27
02M217,PS/IS 217 ROOSEVELT ISLAND,4,G&T,30,1,30,30,30
02M217,PS/IS 217 ROOSEVELT ISLAND,5,Gen Ed,32,1,32,32,32
02M217,PS/IS 217 ROOSEVELT ISLAND,5,G&T,33,1,33,33,33
02M217,PS/IS 217 ROOSEVELT ISLAND,6,Gen Ed,31,1,31,31,31
02M217,PS/IS 217 ROOSEVELT ISLAND,7,Gen Ed,30,1,30,30,30
02M217,PS/IS 217 ROOSEVELT ISLAND,8,Gen Ed,32,1,32,32,32
02M225,ELLA BAKER SCHOOL,K,Gen Ed,39,2,19.5,19,20
02M225,ELLA BAKER SCHOOL,1,Gen Ed,39,2,19.5,19,20
02M225,ELLA BAKER SCHOOL,6,ICT,26,1,26,26,26
02M225,ELLA BAKER SCHOOL,8,ICT,10,1,10,<15,<15
02M234,PS 234 INDEPENDENCE SCHOOL,K,Gen Ed,79,4,19.8,19,20
02M234,PS 234 INDEPENDENCE SCHOOL,K,ICT,21,1,21,21,21
02M234,PS 234 INDEPENDENCE SCHOOL,1,Gen Ed,36,2,18,17,19
02M234,PS 234 INDEPENDENCE SCHOOL,1,ICT,36,2,18,16,20
02M234,PS 234 INDEPENDENCE SCHOOL,2,Gen Ed,39,2,19.5,19,20
02M234,PS 234 INDEPENDENCE SCHOOL,2,ICT,43,2,21.5,21,22
02M234,PS 234 INDEPENDENCE SCHOOL,3,Gen Ed,38,2,19,19,19
02M234,PS 234 INDEPENDENCE SCHOOL,3,ICT,37,2,18.5,18,19
02M234,PS 234 INDEPENDENCE SCHOOL,4,Gen Ed,52,3,17.3,16,18
02M234,PS 234 INDEPENDENCE SCHOOL,4,ICT,17,1,17,17,17
02M234,PS 234 INDEPENDENCE SCHOOL,5,Gen Ed,19,1,19,19,19
02M234,PS 234 INDEPENDENCE SCHOOL,5,ICT,35,2,17.5,17,18
02M255,MS 255 SALK SCHOOL OF SCIENCE,6,Gen Ed,62,2,31,31,31
02M255,MS 255 SALK SCHOOL OF SCIENCE,6,ICT,62,2,31,31,31
02M255,MS 255 SALK SCHOOL OF SCIENCE,7,Gen Ed,56,2,28,28,28
02M255,MS 255 SALK SCHOOL OF SCIENCE,7,ICT,58,2,29,29,29
02M255,MS 255 SALK SCHOOL OF SCIENCE,8,Gen Ed,46,2,23,21,25
02M255,MS 255 SALK SCHOOL OF SCIENCE,8,ICT,56,2,28,28,28
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,6,Gen Ed,31,1,31,31,31
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,6,ICT,57,2,28.5,28,29
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,7,Gen Ed,32,1,32,32,32
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,7,ICT,62,2,31,31,31
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,8,Gen Ed,33,1,33,33,33
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,8,ICT,64,2,32,32,32
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",K,Gen Ed,66,3,22,21,23
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",K,ICT,22,1,22,22,22
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",1,Gen Ed,47,2,23.5,23,24
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",1,ICT,22,1,22,22,22
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",2,Gen Ed,26,1,26,26,26
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",2,ICT,25,1,25,25,25
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",3,Gen Ed,47,2,23.5,23,24
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",3,ICT,23,1,23,23,23
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",4,Gen Ed,27,1,27,27,27
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",4,ICT,26,1,26,26,26
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",5,Gen Ed,28,1,28,28,28
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",5,ICT,27,1,27,27,27
02M276,BATTERY PARK CITY SCHOOL,K,Gen Ed,35,2,17.5,17,18
02M276,BATTERY PARK CITY SCHOOL,K,ICT,41,2,20.5,20,21
02M276,BATTERY PARK CITY SCHOOL,1,Gen Ed,22,1,22,22,22
02M276,BATTERY PARK CITY SCHOOL,1,ICT,48,2,24,23,25
02M276,BATTERY PARK CITY SCHOOL,2,Gen Ed,24,1,24,24,24
02M276,BATTERY PARK CITY SCHOOL,2,ICT,50,2,25,24,26
02M276,BATTERY PARK CITY SCHOOL,3,Gen Ed,22,1,22,22,22
02M276,BATTERY PARK CITY SCHOOL,3,ICT,47,2,23.5,23,24
02M276,BATTERY PARK CITY SCHOOL,4,Gen Ed,20,1,20,20,20
02M276,BATTERY PARK CITY SCHOOL,4,ICT,44,2,22,22,22
02M276,BATTERY PARK CITY SCHOOL,5,Gen Ed,27,1,27,27,27
02M276,BATTERY PARK CITY SCHOOL,5,ICT,57,2,28.5,28,29
02M276,BATTERY PARK CITY SCHOOL,6,Gen Ed,43,2,21.5,21,22
02M276,BATTERY PARK CITY SCHOOL,6,ICT,48,2,24,23,25
02M276,BATTERY PARK CITY SCHOOL,7,ICT,82,4,20.5,20,21
02M276,BATTERY PARK CITY SCHOOL,8,Gen Ed,49,2,24.5,24,25
02M276,BATTERY PARK CITY SCHOOL,8,ICT,47,2,23.5,23,24
02M281,THE RIVER SCHOOL,K,Gen Ed,61,3,20.3,20,21
02M281,THE RIVER SCHOOL,K,ICT,22,1,22,22,22
02M281,THE RIVER SCHOOL,1,Gen Ed,47,2,23.5,23,24
02M281,THE RIVER SCHOOL,1,ICT,29,1,29,29,29
02M281,THE RIVER SCHOOL,2,Gen Ed,38,2,19,19,19
02M281,THE RIVER SCHOOL,2,ICT,23,1,23,23,23
02M281,THE RIVER SCHOOL,3,Gen Ed,28,1,28,28,28
02M281,THE RIVER SCHOOL,3,ICT,29,1,29,29,29
02M281,THE RIVER SCHOOL,4,Gen Ed,29,1,29,29,29
02M281,THE RIVER SCHOOL,4,ICT,29,1,29,29,29
02M281,THE RIVER SCHOOL,5,Gen Ed,25,1,25,25,25
02M281,THE RIVER SCHOOL,5,ICT,27,1,27,27,27
02M289,IS 289,6,Gen Ed,32,2,16,16,16
02M289,IS 289,6,ICT,40,2,20,20,20
02M289,IS 289,7,Gen Ed,61,3,20.3,20,21
02M289,IS 289,7,ICT,24,1,24,24,24
02M289,IS 289,8,Gen Ed,52,3,17.3,15,19
02M289,IS 289,8,ICT,26,1,26,26,26
02M290,PS 290 MANHATTAN NEW SCHOOL,K,Gen Ed,22,1,22,22,22
02M290,PS 290 MANHATTAN NEW SCHOOL,K,ICT,47,2,23.5,23,24
02M290,PS 290 MANHATTAN NEW SCHOOL,1,ICT,56,3,18.7,15,21
02M290,PS 290 MANHATTAN NEW SCHOOL,2,ICT,45,2,22.5,21,24
02M290,PS 290 MANHATTAN NEW SCHOOL,3,Gen Ed,19,1,19,19,19
02M290,PS 290 MANHATTAN NEW SCHOOL,3,ICT,38,2,19,16,22
02M290,PS 290 MANHATTAN NEW SCHOOL,4,Gen Ed,24,1,24,24,24
02M290,PS 290 MANHATTAN NEW SCHOOL,4,ICT,46,2,23,22,24
02M290,PS 290 MANHATTAN NEW SCHOOL,5,ICT,56,2,28,27,29
02M297,MS 297,6,Gen Ed,50,2,25,24,26
02M297,MS 297,6,ICT,88,4,22,21,23
02M297,MS 297,7,Gen Ed,112,4,28,26,29
02M297,MS 297,7,ICT,99,4,24.8,21,27
02M297,MS 297,8,Gen Ed,140,5,28,27,29
02M297,MS 297,8,ICT,112,4,28,26,31
02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,6,ICT,178,6,29.7,25,32
02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,7,ICT,150,6,25,22,27
02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,8,ICT,206,7,29.4,25,33
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,K,Gen Ed,31,2,15.5,15,16
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,K,ICT,19,1,19,19,19
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,1,Gen Ed,25,1,25,25,25
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,1,ICT,23,1,23,23,23
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,2,Gen Ed,20,1,20,20,20
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,2,ICT,19,1,19,19,19
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,3,Gen Ed,26,1,26,26,26
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,3,ICT,26,1,26,26,26
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,4,Gen Ed,20,1,20,20,20
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,4,ICT,21,1,21,21,21
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,5,Gen Ed,21,1,21,21,21
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,5,ICT,19,1,19,19,19
02M343,THE PECK SLIP SCHOOL,K,Gen Ed,49,3,16.3,15,18
02M343,THE PECK SLIP SCHOOL,K,ICT,18,1,18,18,18
02M343,THE PECK SLIP SCHOOL,1,Gen Ed,20,1,20,20,20
02M343,THE PECK SLIP SCHOOL,1,ICT,26,2,13,<15,<15
02M343,THE PECK SLIP SCHOOL,2,Gen Ed,30,1,30,30,30
02M343,THE PECK SLIP SCHOOL,2,ICT,28,2,14,<15,15
02M343,THE PECK SLIP SCHOOL,3,Gen Ed,21,1,21,21,21
02M343,THE PECK SLIP SCHOOL,3,ICT,21,1,21,21,21
02M343,THE PECK SLIP SCHOOL,4,Gen Ed,27,1,27,27,27
02M343,THE PECK SLIP SCHOOL,4,ICT,28,2,14,<15,<15
02M343,THE PECK SLIP SCHOOL,5,Gen Ed,27,1,27,27,27
02M343,THE PECK SLIP SCHOOL,5,ICT,31,2,15.5,15,16
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,K,ICT,19,1,19,19,19
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,1,ICT,21,1,21,21,21
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,2,ICT,14,1,14,<15,<15
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,3,ICT,10,1,10,<15,<15
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,4,ICT,21,1,21,21,21
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,5,ICT,9,1,9,<15,<15
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,6,ICT,16,1,16,16,16
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,7,ICT,16,1,16,16,16
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,8,ICT,12,1,12,<15,<15
02M397,SPRUCE STREET SCHOOL,K,ICT,46,2,23,22,24
02M397,SPRUCE STREET SCHOOL,1,Gen Ed,23,1,23,23,23
02M397,SPRUCE STREET SCHOOL,1,ICT,27,1,27,27,27
02M397,SPRUCE STREET SCHOOL,2,Gen Ed,18,1,18,18,18
02M397,SPRUCE STREET SCHOOL,2,ICT,23,1,23,23,23
02M397,SPRUCE STREET SCHOOL,3,Gen Ed,21,1,21,21,21
02M397,SPRUCE STREET SCHOOL,3,ICT,24,1,24,24,24
02M397,SPRUCE STREET SCHOOL,4,Gen Ed,21,1,21,21,21
02M397,SPRUCE STREET SCHOOL,4,ICT,22,1,22,22,22
02M397,SPRUCE STREET SCHOOL,5,Gen Ed,21,1,21,21,21
02M397,SPRUCE STREET SCHOOL,5,ICT,21,1,21,21,21
02M397,SPRUCE STREET SCHOOL,6,Gen Ed,26,1,26,26,26
02M397,SPRUCE STREET SCHOOL,6,ICT,29,1,29,29,29
02M397,SPRUCE STREET SCHOOL,7,Gen Ed,25,1,25,25,25
02M397,SPRUCE STREET SCHOOL,7,ICT,26,1,26,26,26
02M397,SPRUCE STREET SCHOOL,8,Gen Ed,25,1,25,25,25
02M397,SPRUCE STREET SCHOOL,8,ICT,27,1,27,27,27
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,6,Gen Ed,55,3,18.3,16,21
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,7,Gen Ed,71,3,23.7,22,25
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,8,Gen Ed,73,3,24.3,23,25
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,6,ICT,28,1,28,28,28
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,7,ICT,30,1,30,30,30
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,8,ICT,30,1,30,30,30
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,6,Gen Ed,48,2,24,22,26
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,6,ICT,55,2,27.5,24,31
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,7,Gen Ed,49,2,24.5,24,25
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,7,ICT,51,2,25.5,25,26
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,8,Gen Ed,41,2,20.5,20,21
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,8,ICT,36,2,18,18,18
02M422,QUEST TO LEARN,6,ICT,78,4,19.5,<15,25
02M422,QUEST TO LEARN,7,ICT,72,3,24,20,31
02M422,QUEST TO LEARN,8,ICT,79,4,19.8,<15,28
02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",4,Gen Ed,26,2,13,<15,<15
02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",5,Gen Ed,40,2,20,20,20
02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",6,Gen Ed,22,1,22,22,22
02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",7,Gen Ed,18,1,18,18,18
02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",8,Gen Ed,22,1,22,22,22
02M527,PS 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,K,Gen Ed,41,2,20.5,20,21
02M527,PS 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,K,ICT,21,1,21,21,21
02M527,PS 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,1,Gen Ed,55,2,27.5,27,28
02M527,PS 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,1,ICT,29,1,29,29,29
